ensid	gene_name	logFC	AveExpr	t	P.Value	adj.P.Val	B	ranks
ENSG00000078269	SYNJ2	0.213208455709591	4.401850514966	2.95501895401563	0.00327682711442473	0.00884064695452243	-2.94974118834757	2.48454647141347
ENSG00000078295	ADCY2	0.15713204723487	-0.707815068130172	1.69393431052502	0.0909123937045784	0.150442795312182	-5.72505270754298	1.04137690720043
ENSG00000078304	PPP2R5C	-0.128129742686373	5.91917965665577	-2.26083369069653	0.0242068014899185	0.0496140866844335	-4.79480139330537	-1.61606259127066
ENSG00000078319	PMS2P1	-0.0518506635482465	6.50746999857461	-0.543362932655644	0.587126710364637	0.675447502037279	-7.18263197455234	-0.231268161659294
ENSG00000078369	GNB1	-0.14495316079682	6.54111558040923	-2.29430259191346	0.0221946464455484	0.0460988242569018	-4.71730132830771	-1.65375176877199
ENSG00000078399	HOXA9	-0.240133561289611	-0.687781107838786	-2.45310109144228	0.0145099507719851	0.0320978567343932	-4.18096827658018	-1.83833406099379
ENSG00000078401	EDN1	0.956723475376212	4.13763858913071	6.6588358990578	7.41333813111731e-11	1.05434142309224e-09	13.9445710527446	10.1299861907417
ENSG00000078403	MLLT10	-0.146798271454464	4.80478793873065	-2.62205285553707	0.00901177039509906	0.0213296340712404	-3.89125405916824	-2.04518988190735
ENSG00000078487	ZCWPW1	-0.356011372032053	1.94690264379002	-3.34685927546798	0.000880077698032946	0.00280343294026422	-1.51528811835149	-3.05547898428463
ENSG00000078579	FGF20	0.401316714244283	-0.55710324863258	3.49109826146283	0.00052446070542781	0.001767933754941	-1.14397755644769	3.28028704523049
ENSG00000078596	ITM2A	-0.164862889804901	1.30055574340832	-0.855952081972875	0.392442089423627	0.493965916664449	-6.63923081564454	-0.406224420700422
ENSG00000078618	NRDC	-0.0996370199260919	6.71755113550209	-2.01913849168095	0.0440161213370153	0.0819040636276077	-5.30202301357611	-1.35638822975511
ENSG00000078668	VDAC3	-0.0521655599162232	6.34311164908265	-0.56870653512575	0.56981551546156	0.660040725325211	-7.17041518512523	-0.244265729565477
ENSG00000078674	PCM1	0.00556232182423932	5.93493954908002	0.0735266698704345	0.941416986283534	0.959362198842235	-7.32772421283244	0.0262179698464441
ENSG00000078687	TNRC6C	0.302205801746347	2.22068279249576	3.87202254042364	0.000122548529203524	0.000489058801738631	0.299953131810567	3.91169189667324
